Título,Ofertas,Serie,Pantalla_Tamaño (pulgadas),Pantalla_Diagonal (cm),Pantalla_Tecnología,Pantalla_Luminosidad (cd/m²),Procesador,Disco_Duro_Tipo,Gráfica_Salida,Gráfica_Resolución externa,Conectividad_Lector de tarjetas,Comunicaciones_Conectividad,Comunicaciones_Versión Bluetooth,Cámara_Webcam,Cámara_Función de la cámara,Cámara_Resolución de la cámara,Teclado_Tipo de teclado,Teclado_Número de teclas,Teclado_Teclas adicionales,Sonido_Número de altavoces,Alimentación_Batería,Alimentación_Autonomía de la batería,Alimentación_Vatios-hora,Alimentación_Alimentación,Medidas y peso_Material de la carcasa,Medidas y peso_Diseño,Medidas y peso_Profundidad,Medidas y peso_Altura,Medidas y peso_Ancho,Medidas y peso_Peso,Otras características_Equipamiento,Otras características_Seguridad integrada,Otras características_Sensor,Otras características_Fecha de lanzamiento,Comunicaciones_Estándar wifi,Pantalla_Resolución de pantalla,Pantalla_Densidad de píxeles,Pantalla_Tasa de actualización de imagen,Procesador_Fabricante del procesador,Procesador_Tipo de procesador,Disco duro_Número de discos duros (instalados),Gráfica_Fabricante de la tarjeta gráfica,Gráfica_Memoria gráfica,Sistema operativo_Sistema operativo,Conectividad_Tipo de tarjetas compatibles,Sonido_Sistema de altavoces,Pantalla_Formato de imagen,Procesador_Nombre en clave del procesador,Procesador_Nivel de caché,Procesador_Caché,RAM_Memoria RAM,RAM_Tipo de RAM,RAM_Frecuencia de la memoria,Disco duro_Capacidad de memoria SSD,Teclado_Característica del teclado,Sonido_Potencia de altavoces,Alimentación_Número de celdas,Medidas y peso_Color,Otras características_Portátil configurable,Procesador_Número de núcleos del procesador,Procesador_Frecuencia de reloj,Procesador_Frecuencia turbo máx.,Procesador_Potencia máx. de diseño térmico (TDP),Gráfica_Tipo de memoria gráfica,Sistema operativo_Arquitectura bit,Pantalla_Tiempo de reacción,RAM_Extensión de memoria máxima,Gráfica_Tarjeta gráfica,Comunicaciones_Transmisión de datos,Almacenamiento_Lector óptico,Alimentación_Voltaje de salida,Alimentación_Intensidad de corriente,Otras características_Características especiales,Pantalla_Pantalla,Comunicaciones_Estándar LAN,Sonido_Modo de sonido HDMI,Alimentación_Capacidad de la batería,Otras características_Certificación,IA_Característica IA,RAM_Número de ranuras de memoria RAM,RAM_Ranura de memoria RAM instaladas,RAM_Configuración de memoria RAM,Procesador_Chipset,Otras características_Software incluido,Gráfica_GPU,Pantalla_Propiedades de la pantalla,IA_Función IA,IA_Procesador IA,Disco duro_Capacidad del disco duro,Otras características_Localización,Conectividad_Conexión,Otras características_Expansión de hardware,Otras características_Artículo incluido,Otras características_Características de la carcasa,Otras características_Certificado,Gráfica_Característica de la tarjeta gráfica,Tipo,Conectividad_Conexión frontal,Propiedades de la carcasa_Tipo de caja,Propiedades de la carcasa_Color,Medidas y peso_Alto,Propiedades de la carcasa_Material de la carcasa,Propiedades de la carcasa_Alimentación,Adecuado para,Procesador_Frecuencia del reloj,Procesador_Zócalo de CPU,Procesador_Número de hilos de ejecución,Procesador_TDP,Procesador_Chipset de la placa base,RAM_Número de ranuras para memoria RAM,Gráfica_Número de ranuras para PCIe,"Propiedades de la carcasa_Bahía interna de 2,5""","Propiedades de la carcasa_Bahía interna de 3,5""",Disco duro_Capacidad disco duro (TB),"Propiedades de la carcasa_Bahía externa de 5,25""",Otras características_Modo de sonido,Propiedades de la carcasa_Superficie del material,Disco duro_Capacidad disco duro (GB),"Propiedades de la carcasa_Bahía externa de 3,5""",Procesador_Procesadores compatibles,Precio_Min,Precio_Max,Precio_Mean,Categoria_General
"ASUS NUC 14 Pro+
Kit (90AR0051-M00070)",3.0,,,,,,Intel Core Ultra 7 155H,disco duro M.2 SSD,,,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,,,,,,,,,,,,,"11,2 cm",,"14,4 cm","0,8 kg",conector de seguridad Kensington,,,,,,,,Intel,Intel Core Ultra 7,0.0,,memoria compartida,,,,,Meteor Lake,,24 MB,,DDR5,,,,,,,,16 núcleos,1.400 MHz,"4,8 GHz",,,,,,Intel Arc Graphics,,ninguno,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,plateado,"4,1 cm",,120 W,,"1,4 GHz",Socket FCBGA2049,22.0,28 W,,2.0,,,,,,,,,,,760.82,817.93,789.38,Otro
"Lenovo Thinkcentre M75s Gen 5 SFF
12TA0004SP",8.0,Lenovo ThinkCentre,,,,,AMD Ryzen 5 8500G,disco duro SSD,,,,Ethernet,,,,,,,,,,,,,,,"29,77 cm",,"9,25 cm",,"conector de seguridad Kensington, disco duro SSD",,,,,,,,AMD,Ryzen 5,1.0,,memoria compartida,Microsoft Windows 11 Professional,,,,,,16 MB,16 GB,DDR5,5.200 MHz,512 GB,,,,,,6 núcleos,,5 GHz,,,64-Bit,,64 GB,AMD Radeon 740M,,ninguno,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,"33,95 cm",,260 W,empresas,"3,5 GHz",,12.0,,,1.0,,,,,,,,,,,782.72,865.99,824.36,Otro
"ASUS NUC 11 Essential
BNUC11ATKC40000",3.0,,,,,,Intel Celeron N5105,,,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.0,,,,,,,,,,,,,,"11,5 cm",,"13,5 cm",,,,,,IEEE 802.11ac,,,,Intel,Intel Celeron,,,memoria compartida,FreeDOS,,,,Jasper Lake,,4 MB,32 GB,DDR4,2.933 MHz,,,,,,,4 núcleos,,"2,9 GHz",,,,,,Intel UHD Graphics,,ninguno,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,barebone,negro,"3,6 cm",,corriente alterna 120/230 V,,2 GHz,,4.0,10 W,,,,,,,,,,,,,207.95,254.05,231.0,Otro
"Zone Evil Office Plus Slim 22AH510I
22AH510I582",5.0,,,,,,Intel Core i5-12400,disco duro SSD,,,,Ethernet,,,,,,,,,,,,,,,37 cm,,17 cm,,disco duro SSD,,,,,,,,Intel,Core i5,1.0,,memoria compartida,Microsoft Windows 11 Professional,,,,Alder Lake,,18 MB,16 GB,DDR4,3.200 MHz,512 GB,,,,,,6 núcleos,2.500 MHz,"4,4 GHz",,,64-Bit,,,Intel UHD Graphics 730,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,desktop,negro,35 cm,,500 W / corriente alterna 120/230 V,empresas,"2,5 GHz",Socket 1700,12.0,117 W,Intel H610,,,,,,,,,,,,462.41,483.68,473.05,Otro
"ASUS NUC 13 Pro Slim
Kit (90AR0031-M00060)",3.0,,,,,,Intel Core i5-1340P,disco duro M.2 SSD,HDMI,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,"11,2 cm",,"11,7 cm","0,51 kg",,,,,Wi-Fi 6E,,,,Intel,Core i5,0.0,,memoria compartida,ninguno,,,,Raptor Lake,,12 MB,,DDR4,3.200 MHz,,,,,,,12 núcleos,1.900 MHz,"4,6 GHz",,,,,64 GB,Intel Iris Xe Graphics,,ninguno,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,"3,7 cm",,120 W,,"1,9 GHz",,16.0,28 W,,,,,,,,,,,,,481.34,588.92,535.13,Otro
"ASUS ExpertCenter PN43
PN43-BBN97MDS",3.0,ASUS ExpertCenter,,,,,Intel N97,disco duro M.2 SSD,,,,"wifi, Ethernet, Bluetooth",,,,,,,,,,,,,,,"11,97 cm",,"16,62 cm","0,7 kg",,,,,,,,,Intel,Intel N,0.0,,memoria compartida,ninguno,,,,,,,,DDR4,,,,,,,,4 núcleos,,"3,6 GHz",,,,,32 GB,Intel UHD Graphics,,ninguno,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,"3,39 cm",,65 W,empresas,2 GHz,,4.0,12 W,,,,,,,,,,,,,332.1,332.14,332.12,Otro
"Zone Evil Office Plus Slim 22AH510I
22AH510I578",6.0,,,,,,Intel Core i5-12400,disco duro SSD,,,,"wifi, Ethernet",,,,,,,,,,,,,,,37 cm,,17 cm,,,,,,,,,,Intel,Core i5,1.0,,memoria compartida,FreeDOS,,,,Alder Lake,,18 MB,16 GB,DDR4,3.200 MHz,500 GB,,,,,,6 núcleos,2.500 MHz,"4,4 GHz",,,,,,Intel UHD Graphics 730,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,desktop,negro,35 cm,,500 W / corriente alterna 120/230 V,empresas,"2,5 GHz",Socket 1700,12.0,65 W,Intel H610,,,,,,,,,,,,360.68,389.54,375.11,Otro
"ASUS NUC 12 Pro Slim
Kit (90AR00D1-M00070)",3.0,ASUS NUC,,,,,Intel Core i7-1260P,,,,,"wifi, Bluetooth, Ethernet",Bluetooth 5.2,,,,,,,,,,,,,,"11,2 cm",,"11,7 cm","0,51 kg",,,,,IEEE 802.11ax,,,,Intel,Core i7,,,memoria compartida,ninguno,,,,Alder Lake,,18 MB,,,,,,,,,,12 núcleos,3.400 MHz,"4,7 GHz",,,,,,Intel Iris Xe Graphics,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,conexión micrófono/auriculares,mini ITX,negro,"3,7 cm",,,empresas,,,16.0,64 W,,,,,,,,,,,,,558.97,613.06,586.01,Otro
"ASUS ExpertCenter PN43
PN43-SN200AD",3.0,ASUS ExpertCenter,,,,,Intel N200,disco duro M.2 SSD,,,,"wifi, Ethernet, Bluetooth",,,,,,,,,,,,,,,"11,97 cm",,"16,62 cm","0,7 kg",disco duro SSD,,,,Wi-Fi 6E,,,,Intel,Intel N,1.0,,memoria compartida,Microsoft Windows 11 Professional,,,,,,,4 GB,DDR4,,128 GB,,,,,,4 núcleos,,"3,7 GHz",,,,,32 GB,Intel UHD Graphics,,ninguno,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,"3,39 cm",,65 W,empresas,1 GHz,,4.0,6 W,,,,,,,,,,,,,483.71,487.81,485.76,Otro
"ASUS ExpertCenter PN43
PN43-BBN100MD",2.0,ASUS ExpertCenter,,,,,Intel N100,disco duro M.2 SSD,,,,"wifi, Ethernet, Bluetooth",,,,,,,,,,,,,,,"11,97 cm",,"16,62 cm","0,7 kg",,,,,,,,,Intel,Intel N,0.0,,memoria compartida,ninguno,,,,,,,,DDR4,,,,,,,,4 núcleos,,"3,4 GHz",,,,,32 GB,Intel UHD Graphics,,ninguno,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,"3,39 cm",,65 W,empresas,"0,8 GHz",,4.0,6 W,,,,,,,,,,,,,280.74,318.38,299.56,Otro
"ASUS NUC 14 Pro Tall
Kit (90AR0072-M00130)",4.0,ASUS NUC,,,,,Intel Core Ultra 5 135H,disco duro M.2 SSD,HDMI,,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,,,,,,,,,,,,,"11,2 cm",,"11,7 cm","0,57 kg",conector de seguridad Kensington,,,,,,,,Intel,Intel Core Ultra 5,0.0,,memoria compartida,ninguno,,,,Meteor Lake,,18 MB,,DDR5,,,,,,,,14 núcleos,1.700 MHz,"4,6 GHz",,,,,96 GB,Intel Arc Graphics,,ninguno,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,"5,4 cm",,120 W,bricolaje,"1,7 GHz",Socket FCBGA2049,18.0,28 W,,2.0,,1.0,,,,,,,,,763.21,828.99,796.1,Otro
"ASUS NUC 14 Pro Slim
Kit (90AR0062-M00010)",5.0,ASUS NUC,,,,,Intel Core 3 100U,disco duro M.2 SSD,HDMI,,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,,,,,,,,,,,,,"11,2 cm",,"11,7 cm","0,48 kg",conector de seguridad Kensington,,,,,,,,,Intel Core 3,0.0,,memoria compartida,ninguno,,,,,,10 MB,,DDR5,,,,,,,,6 núcleos,1.200 MHz,"4,7 GHz",,,,,48 GB,Intel Arc Graphics,,ninguno,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,"3,7 cm",,120 W,bricolaje,"1,2 GHz",,8.0,15 W,,2.0,,1.0,,,,,,,,,386.98,454.16,420.57,Otro
"ASUS NUC 13 Pro Tall
Kit (90AR00C1-M00080)",5.0,,,,,,Intel Core i5-1340P,disco duro M.2 SSD,HDMI,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,"11,2 cm",,"11,7 cm","0,75 kg",,,,,Wi-Fi 6E,,,,Intel,Core i5,0.0,,memoria compartida,ninguno,,,,Raptor Lake,,12 MB,,DDR4,3.200 MHz,,,,,,,12 núcleos,1.900 MHz,"4,6 GHz",,,,,64 GB,Intel Iris Xe Graphics,,ninguno,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,"5,4 cm",,120 W,,"1,9 GHz",,16.0,28 W,,,,1.0,,,,,,,,,484.92,633.44,559.18,Otro
Zone Evil Office Plus 22H610I5091,4.0,,,,,,Intel Core i5-12400,disco duro SSD,,,,Ethernet,,,,,,,,,,,,,,,,,,5 kg,,,,,,,,,Intel,Core i5,1.0,,memoria compartida,FreeDOS,,,,Alder Lake,,18 MB,8 GB,DDR4,,500 GB,,,,,,6 núcleos,2.500 MHz,"4,4 GHz",,,,,,,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,torre,negro,,,,empresas,"2,5 GHz",Socket 1700,12.0,65 W,,,,,,,,,,,,,318.31,344.01,331.16,Otro
Zone Evil Office Plus 22AH510I,39.0,,,,,,,disco duro SSD,,,,Ethernet,,,,,,,,,,,,,,,17 cm,,37 cm,,disco duro SSD,,,,,,,,Intel,Core i5,1.0,,memoria compartida,,,,,,,,16 GB,DDR4,,500 GB,,,,,,6 núcleos,,,,,,,,,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,torre,negro,35 cm,,500 W,,,,12.0,65 W,Intel H610M,,,,,,,,,,,,325.94,489.91,407.93,Otro
"Zone Evil Office Plus 22AH510I
22AH510I548SG",4.0,,,,,,Intel Core i5-10400,disco duro SSD,,,,Ethernet,,,,,,,,,,,,,,,17 cm,,37 cm,5 kg,,,,,,,,,Intel,Core i5,1.0,,memoria compartida,FreeDOS,,,,Comet Lake,,12 MB,16 GB,DDR4,3.200 MHz,500 GB,,,,,,6 núcleos,2.900 MHz,"4,3 GHz",,,,,,Intel UHD Graphics 630,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,torre,negro,35 cm,,,,,Socket 1200,12.0,65 W,Intel H610M,,,,,,,,,,,,339.03,353.02,346.02,Otro
Shuttle XPC nano NC40U5,4.0,Shuttle XPC,,,,,Intel Core i5-1235U,disco duro SSD,,,,Ethernet,,,,,,,,,,,,,,,"14,2 cm",,"14,2 cm","0,4 kg",,,,,,,,,Intel,Core i5,0.0,,memoria compartida,,,,,,,12 MB,,DDR4,,,,,,,,10 núcleos,1.300 MHz,"4,4 GHz",,,,,64 GB,Intel Iris Xe Graphics,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,"4,2 cm",,65 W,bricolaje,"1,3 GHz",,12.0,,,,,,,,,,,,,,367.57,487.83,427.7,Otro
"Acemagic Tank03
i7-12700H / RTX3060 / 16GB / 1TB",1.0,,,,,,Intel Core i7-12700H,disco duro SSD,,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.2,,,,,,,,,,,,,,"16,1 cm",,"16,7 cm",,"disco duro SSD, lector de tarjetas",,,,IEEE 802.11ax,,,,Intel,Core i7,1.0,,12288 MB,,,,,Alder Lake,,24 MB,16 GB,DDR5,4.800 MHz,1.000 GB,,,,,,14 núcleos,3.500 MHz,"4,7 GHz",,GDDR6,,,64 GB,NVIDIA GeForce RTX 3060,,ninguno,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,Ray tracing,Desktop,,mini ITX,,"16,7 cm",,,gaming,"2,5 GHz",,20.0,115 W,,,,,,,,,,,,,1299.9,1299.9,1299.9,Otro
"GigaByte BRIX Extreme
GB-BER3-5300",1.0,GigaByte BRIX,,,,,AMD Ryzen 3 5300U,,,,,"Ethernet, wifi, Bluetooth",Bluetooth 5.2,,,,,,,,,,,,,,"13,42 cm",,"13,91 cm",,,,,,IEEE 802.11ax,,,,AMD,Ryzen 3,,,memoria compartida,,,,,Lucienne,,4 MB,,DDR4,3.200 MHz,,,,,,,4 núcleos,2.600 MHz,"3,8 GHz",,,,,64 GB,AMD Radeon Graphics,,ninguno,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,,Desktop,,,negro,"4,83 cm",,135 W / corriente alterna 120/230 V,bricolaje,"2,6 GHz",Socket FP6,8.0,15 W,,2.0,,,,,,,,,,,353.58,353.58,353.58,Otro
Shuttle XPC slim XH510G,4.0,Shuttle XPC,,,,,,sin disco duro,,,,Ethernet,,,,,,,,,,,,,,,25 cm,,20 cm,"2,98 kg",,,,,,,,,Intel,,0.0,,,ninguno,,,,Rocket Lake,,,,DDR4,,,,,,,,,,,,,,,64 GB,sin tarjeta gráfica,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,kit de montaje VESA,,,,Desktop,,,negro,"7,85 cm",,180 W,bricolaje,,Socket 1200,,65 W,Intel H510,2.0,,1.0,,,,,,,,,202.93,235.49,219.21,Otro
Zotac ZBOX edge MI351,5.0,Zotac ZBOX,,,,,Intel N100,disco duro M.2 SSD,,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.2,,,,,,,,,,,,,,15 cm,,15 cm,,,,,,IEEE 802.11ax,,,,Intel,Intel N,0.0,,memoria compartida,,,,,,,,,DDR5,4.800 MHz,,,,,,,4 núcleos,,"3,4 GHz",,,,,16 GB,Intel UHD Graphics,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,1 USB 3.2,mini ITX,negro,"2,85 cm",,,bricolaje,"0,8 GHz",,,,,,,,,,,,,,,,223.65,240.3,231.98,Otro
Lenovo Thinkcentre M75s Gen 5 SFF,16.0,Lenovo ThinkCentre,,,,,AMD Ryzen 7 8700G,disco duro SSD,,,,Ethernet,,,,,,,,,,,,,,,"29,77 cm",,"9,25 cm","4,6 kg","conector de seguridad Kensington, disco duro SSD",,,,,,,,AMD,Ryzen 7,1.0,,memoria compartida,Microsoft Windows 11 Professional,,,,,,16 MB,16 GB,DDR5,5.200 MHz,512 GB,,,,,,8 núcleos,,"5,1 GHz",,,64-Bit,,64 GB,AMD Radeon 780M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,"33,95 cm",,260 W,empresas,"4,2 GHz",,16.0,,AMD Pro 665,1.0,,,,,,,,,,,782.72,1118.88,950.8,Otro
"Elitegroup ECS Liva Q2
95-695-ND9A91",2.0,,,,,,Intel Celeron N4120,memoria flash,HDMI,,,"Bluetooth, wifi",,,,,,,,,,,,,,,7 cm,,7 cm,,,,,,,,,,,,1.0,,,Microsoft Windows 11 Home,,,,,,,4 GB,DDR4,,,,,,,,,,,,,64-Bit,,,Intel UHD Graphics 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,"3,3 cm",,corriente alterna 120/230 V,,,,,,,,,,,,,,,64 GB,,,212.54,229.87,221.2,Otro
"ASUS NUC 13 Pro Tall
Kit (90AR00B1-M00040)",9.0,,,,,,Intel Core i5-1350P,disco duro M.2 SSD,HDMI,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,"11,2 cm",,"11,7 cm","0,75 kg",,,,,Wi-Fi 6E,,,,Intel,Core i5,0.0,,memoria compartida,ninguno,,,,Raptor Lake,,12 MB,,DDR4,3.200 MHz,,,,,,,12 núcleos,1.900 MHz,"4,7 GHz",,,,,64 GB,Intel Iris Xe Graphics,,ninguno,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,"5,4 cm",,120 W,,"1,9 GHz",,16.0,28 W,,,,1.0,,,,,,,,,625.19,687.11,656.15,Otro
"Lenovo ThinkCentre M70q Gen5
12TD003MGE",2.0,Lenovo ThinkCentre,,,,,Intel Core i7-13700T,disco duro M.2 SSD,,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,"18,29 cm",,"3,65 cm","1,25 kg",disco duro SSD,,,,IEEE 802.11ax,,,,Intel,Core i7,1.0,,memoria compartida,Microsoft Windows 11 Professional,,,,,,33 MB,16 GB,DDR5,4.800 MHz,512 GB,,,,,,16 núcleos,1.400 MHz,"4,9 GHz",,,,,64 GB,Intel UHD Graphics 770,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,"17,9 cm",,135 W / corriente alterna 120/230 V,empresas,"1,4 GHz",,24.0,,Intel Q670,2.0,,,,,,,,,,,1044.87,1064.46,1054.66,Otro
"Zone Evil Office Plus 22AH510I
22AH510I560",5.0,,,,,,Intel Core i5-12400,disco duro SSD,,,,Ethernet,,,,,,,,,,,,,,,17 cm,,37 cm,,disco duro SSD,,,,,,,,Intel,Core i5,1.0,,memoria compartida,FreeDOS,,,,Alder Lake,,18 MB,16 GB,DDR4,2.400 MHz,500 GB,,,,,,6 núcleos,2.500 MHz,"4,4 GHz",,,,,128 GB,Intel UHD Graphics,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,torre,negro,35 cm,,500 W,,"2,5 GHz",Socket 1700,12.0,65 W,Intel H610M,,,,,,,,,,,,325.94,346.81,336.38,Otro
"Lenovo ThinkCentre M70q Gen5
12TD000GSP",9.0,Lenovo ThinkCentre,,,,,Intel Core i5-14400T,disco duro SSD,,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,"18,29 cm",,"3,65 cm","1,25 kg","disco duro SSD, conector de seguridad Kensington",,,,IEEE 802.11ax,,,,Intel,Core i5,1.0,,memoria compartida,Microsoft Windows 11 Professional,,,,,,,16 GB,DDR5,4.800 MHz,512 GB,,,,,,10 núcleos,,"4,5 GHz",,,64-Bit,,64 GB,Intel UHD Graphics 730,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma ultrapequeño (USFF),negro,"17,9 cm",,90 W / corriente alterna 120/230 V,empresas,"1,5 GHz",,,,Intel Q670,2.0,,,,,,,,,,,770.38,959.99,865.18,Otro
"ASUS NUC 14 Pro Slim
Kit (90AR0062-M000B0)",7.0,ASUS NUC,,,,,Intel Core Ultra 7 155H,disco duro M.2 SSD,HDMI,,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,,,,,,,,,,,,,"11,2 cm",,"11,7 cm","0,48 kg",conector de seguridad Kensington,,,,,,,,Intel,Intel Core Ultra 7,0.0,,,ninguno,,,,Meteor Lake,,24 MB,,DDR5,5.600 MHz,,,,,,,16 núcleos,1.400 MHz,"4,8 GHz",,,,,96 GB,Intel Arc Graphics,,ninguno,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,"3,7 cm",,120 W,bricolaje,"1,4 GHz",Socket FCBGA2049,22.0,28 W,,2.0,,1.0,,,,,,,,,665.27,798.48,731.88,Otro
"HP Pro SFF 290 G9
937Q4EA",2.0,HP Pro,,,,,Intel Core i3-14100,disco duro SSD,,,,Ethernet,,,,,,,,,,,,,,,"30,3 cm",,"9,5 cm","4,2 kg",,,,,,,,,Intel,Core i3,,,memoria compartida,FreeDOS,,,,Raptor Lake Refresh,,12 MB,8 GB,DDR4,3.200 MHz,256 GB,,,,,,4 núcleos,3.500 MHz,"4,7 GHz",,,64-Bit,,64 GB,Intel UHD Graphics 730,,grabadora DVD,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,factor de forma pequeño (SFF),negro,27 cm,,180 W / corriente alterna 120/230 V,empresas,"3,5 GHz",Socket 1700,8.0,60 W,Intel H670,2.0,,,,,,,,,1.0,,593.57,612.89,603.23,Otro
"Dell OptiPlex 3000 SFF
N9T93",2.0,Dell OptiPlex,,,,,Intel Core i5-12500,disco duro M.2 SSD,,,,Ethernet,,,,,,,,,,,,,,,"29,2 cm",,"9,26 cm",5 kg,,,,,,,,,Intel,Core i5,1.0,,memoria compartida,Microsoft Windows 10 Professional,,,,Alder Lake,,18 MB,16 GB,DDR4,3.200 MHz,512 GB,,,,,,6 núcleos,3.000 MHz,"4,6 GHz",,,64-Bit,,64 GB,Intel UHD Graphics 770,,ninguno,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,Epeat,,Desktop,,factor de forma pequeño (SFF),negro,29 cm,,180 W / corriente alterna 120/230 V,empresas,,Socket 1700,12.0,117 W,,2.0,"1x PCIe x16, 1x PCIe x1",,,,,,,,,,958.37,1350.91,1154.64,Otro
"ASUS NUC 13 Pro Tall
Kit (90AR00C1-M000F0)",5.0,,,,,,Intel Core i7-1360P,disco duro M.2 SSD,HDMI,,,"wifi, Ethernet, Bluetooth",Bluetooth 5.3,,,,,,,,,,,,,,"11,2 cm",,"11,7 cm","0,75 kg",,,,,Wi-Fi 6E,,,,Intel,Core i7,0.0,,memoria compartida,ninguno,,,,Raptor Lake,,18 MB,,DDR4,3.200 MHz,,,,,,,12 núcleos,2.200 MHz,5 GHz,,,,,64 GB,Intel Iris Xe Graphics,,ninguno,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,"5,4 cm",,120 W,,"2,2 GHz",,16.0,28 W,,,,1.0,,,,,,,,,640.19,821.74,730.97,Otro
"ASUS NUC 14 Pro Tall
Kit (90AR0072-M00010)",5.0,ASUS NUC,,,,,Intel Core 3 100U,disco duro M.2 SSD,HDMI,,,"wifi, Bluetooth, Ethernet",Bluetooth 5.3,,,,,,,,,,,,,,"11,2 cm",,"11,7 cm","0,57 kg",conector de seguridad Kensington,,,,,,,,,Intel Core 3,0.0,,memoria compartida,ninguno,,,,,,10 MB,,DDR5,,,,,,,,6 núcleos,1.200 MHz,"4,7 GHz",,,,,96 GB,Intel Arc Graphics,,ninguno,,,,,LAN 10/100/1000/2500,,,,,,,,,,,,,,,,,,,,,,Desktop,,mini ITX,negro,"5,4 cm",,120 W,bricolaje,"1,2 GHz",,8.0,15 W,,2.0,,1.0,,,,,,,,,396.54,572.01,484.27,Otro
"ASUS NUC 12 Pro Tall
Kit (90AR00E1-M000F0)",5.0,ASUS NUC,,,,,Intel Core i7-1260P,disco duro SSD,HDMI,,,"Bluetooth, Ethernet, wifi",Bluetooth 5.3,,,,,,,,,,,,,,"11,2 cm",,"11,7 cm","0,75 kg",,,,,IEEE 802.11ax,,,,Intel,Core i7,0.0,,memoria compartida,ninguno,,,,Alder Lake,,18 MB,,DDR4,,,,,,,,12 núcleos,3.400 MHz,"4,7 GHz",,,,,,Intel Iris Xe Graphics,,,,,,,Ethernet 10/100/1000,,,,,,,,,,,,,,,,,,,,,,Desktop,,barebone,negro,"5,4 cm",,120 W,empresas,,,16.0,64 W,,,,,,,,,,,,,564.94,767.74,666.34,Otro
